review,sentiment,insights,insights_conv,key_points,suggestions,clean_suggestions,tema,valor_tema,desc_tema
 Generally not clean very noisy not able to sleep sad faded hotel towels thin and old ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""not clean"",""very noisy"",""not able to sleep"",""sad faded hotel towels"",""thin and old""],""suggestions"":""Improve cleanliness, reduce noise levels, replace old towels with new ones, and consider soundproofing rooms.""}","{'sentiment': 'negative', 'key_points': ['not clean', 'very noisy', 'not able to sleep', 'sad faded hotel towels', 'thin and old'], 'suggestions': 'Improve cleanliness, reduce noise levels, replace old towels with new ones, and consider soundproofing rooms.'}","['not clean', 'very noisy', 'not able to sleep', 'sad faded hotel towels', 'thin and old']","Improve cleanliness, reduce noise levels, replace old towels with new ones, and consider soundproofing rooms.","Improve cleanliness, reduce noise levels, replace old towels new ones, consider soundproofing rooms.",2,0.06972551582622069,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 I made a special request for a room on a low floor for medical reasons and asked the person on reservations if this could be guaranteed to let me know in advance When I arrived the room was on the 3rd floor and after about an hour wait I eventually got one on the 2nd floor I asked to speak to the duty manager and he said I could move to first floor the next day but no apology for the inconvenience and made a few useless comments like when I said I met the housekeeper and asked if there was free rooms on the first floor and she yes This manager told me SHE would have no idea what rooms were available on any floor make sense NO Another point is the food the same menu is now used in restaurant bar and room service and it is a very limited menu and as a vegetarian I found it not cater at all and for the quality of the food it is not cheap I stayed there several times when it was just Kensington Close Hotel and never had any complaints but now that it s owned by the group Holiday Inn I would have my doubts about booking there again which for me is a pity as I like the area very much and find it easy to see the sights etc from there A small point the tissue box had about 2 tissues when we checked in which we used straight away the empty box was not replaced even though I took the box out of the silver container so housekeeping would know to replace but no stayed 3 nights and this not replaced The standard rooms are quiet small and the bathrooms even smaller but having stayed previously we knew this and not a problem To finish Holiday Inn please note clients special requests and even though these cannot be quaranteed it would be good if they were at least read by reservations and make contact if needs be For me the fact this important request was overlooked ruined the leisure break I was looking for,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Requested a low floor room due to medical reasons but was given a room on the 3rd floor initially"",""Had to wait an hour for a room change to the 2nd floor"",""Duty manager was unhelpful and did not apologize for the inconvenience"",""Limited and unsatisfactory menu options for vegetarians"",""Quality of food did not match the price"",""Previous positive experiences as Kensington Close Hotel, but doubts now under Holiday Inn ownership"",""Housekeeping failed to replace an empty tissue box"",""Standard rooms are small, especially bathrooms"",""Special requests should be acknowledged by reservations""],""suggestions"":""Improve communication regarding special requests and ensure they are honored when possible. Enhance menu options for dietary restrictions, particularly for vegetarians, and ensure housekeeping is thorough in their duties.""}","{'sentiment': 'negative', 'key_points': ['Requested a low floor room due to medical reasons but was given a room on the 3rd floor initially', 'Had to wait an hour for a room change to the 2nd floor', 'Duty manager was unhelpful and did not apologize for the inconvenience', 'Limited and unsatisfactory menu options for vegetarians', 'Quality of food did not match the price', 'Previous positive experiences as Kensington Close Hotel, but doubts now under Holiday Inn ownership', 'Housekeeping failed to replace an empty tissue box', 'Standard rooms are small, especially bathrooms', 'Special requests should be acknowledged by reservations'], 'suggestions': 'Improve communication regarding special requests and ensure they are honored when possible. Enhance menu options for dietary restrictions, particularly for vegetarians, and ensure housekeeping is thorough in their duties.'}","['Requested a low floor room due to medical reasons but was given a room on the 3rd floor initially', 'Had to wait an hour for a room change to the 2nd floor', 'Duty manager was unhelpful and did not apologize for the inconvenience', 'Limited and unsatisfactory menu options for vegetarians', 'Quality of food did not match the price', 'Previous positive experiences as Kensington Close Hotel, but doubts now under Holiday Inn ownership', 'Housekeeping failed to replace an empty tissue box', 'Standard rooms are small, especially bathrooms', 'Special requests should be acknowledged by reservations']","Improve communication regarding special requests and ensure they are honored when possible. Enhance menu options for dietary restrictions, particularly for vegetarians, and ensure housekeeping is thorough in their duties.","Improve communication regarding special requests ensure honored possible. Enhance menu options dietary restrictions, particularly vegetarians, ensure housekeeping thorough duties.",2,0.09724155370129142,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 THE STAFF WERE VERY HELPFUL AND OBLIGING ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""staff were helpful"",""staff were obliging""]}","{'sentiment': 'positive', 'key_points': ['staff were helpful', 'staff were obliging']}","['staff were helpful', 'staff were obliging']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Air con set to 18C the room was far too hot apparently many people had complained as we did to the receptionist as we checked out ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Air conditioning set to 18C"",""Room was far too hot"",""Many complaints from guests"",""Reported issue to receptionist at checkout""]}","{'sentiment': 'negative', 'key_points': ['Air conditioning set to 18C', 'Room was far too hot', 'Many complaints from guests', 'Reported issue to receptionist at checkout']}","['Air conditioning set to 18C', 'Room was far too hot', 'Many complaints from guests', 'Reported issue to receptionist at checkout']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Everything it was superb ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Everything"",""superb""]}","{'sentiment': 'positive', 'key_points': ['Everything', 'superb']}","['Everything', 'superb']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Comfy bed Excellent location for Wembley Loved executive lounge but disappointed at limited choice of beverages Still great though Prosecco would have been a welcome addition Also afternoon tea could have been healthier with sandwiches loved breakfast choice and quality of food Delicious ,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""Comfy bed"",""Excellent location for Wembley"",""Loved executive lounge"",""Disappointed at limited choice of beverages"",""Great experience overall"",""Breakfast choice and quality of food delicious""],""suggestions"":""Prosecco would have been a welcome addition; Afternoon tea could have healthier sandwich options.""}","{'sentiment': 'positive', 'key_points': ['Comfy bed', 'Excellent location for Wembley', 'Loved executive lounge', 'Disappointed at limited choice of beverages', 'Great experience overall', 'Breakfast choice and quality of food delicious'], 'suggestions': 'Prosecco would have been a welcome addition; Afternoon tea could have healthier sandwich options.'}","['Comfy bed', 'Excellent location for Wembley', 'Loved executive lounge', 'Disappointed at limited choice of beverages', 'Great experience overall', 'Breakfast choice and quality of food delicious']",Prosecco would have been a welcome addition; Afternoon tea could have healthier sandwich options.,Prosecco would welcome addition; Afternoon tea could healthier sandwich options.,3,0.06815450436619036,Más colores en la decoración de los cuartos
 Might be a bit picky but the view was a just a brick wall from the building next to the hotel ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""View was disappointing"",""Only saw a brick wall from the hotel""],""suggestions"":""Consider providing rooms with better views or more information about views before booking.""}","{'sentiment': 'negative', 'key_points': ['View was disappointing', 'Only saw a brick wall from the hotel'], 'suggestions': 'Consider providing rooms with better views or more information about views before booking.'}","['View was disappointing', 'Only saw a brick wall from the hotel']",Consider providing rooms with better views or more information about views before booking.,Consider providing rooms better views information views booking.,-1,0.15184320457355657,-1
 The breakfast is really excellent The room was spacious well eqipped iron ironing board hair dryer Apple TV functioning as a computer as well keyboard mouse towels are extremely soft Quick checkout Kind staff at reception desk especially on arrival Close to underground station beautiful historical surrounding ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""excellent breakfast"",""spacious room"",""well equipped with iron and ironing board"",""hair dryer available"",""Apple TV functioning as a computer"",""mouse and keyboard provided"",""extremely soft towels"",""quick checkout"",""kind staff at reception"",""close to underground station"",""beautiful historical surroundings""]}","{'sentiment': 'positive', 'key_points': ['excellent breakfast', 'spacious room', 'well equipped with iron and ironing board', 'hair dryer available', 'Apple TV functioning as a computer', 'mouse and keyboard provided', 'extremely soft towels', 'quick checkout', 'kind staff at reception', 'close to underground station', 'beautiful historical surroundings']}","['excellent breakfast', 'spacious room', 'well equipped with iron and ironing board', 'hair dryer available', 'Apple TV functioning as a computer', 'mouse and keyboard provided', 'extremely soft towels', 'quick checkout', 'kind staff at reception', 'close to underground station', 'beautiful historical surroundings']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Lovely clean white linen my favourite ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Lovely clean white linen"",""favourite""]}","{'sentiment': 'positive', 'key_points': ['Lovely clean white linen', 'favourite']}","['Lovely clean white linen', 'favourite']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The hotel overall The cleanliness Excellent beds Lovely towels Lovely Bathrooms,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""excellent beds"",""lovely towels"",""lovely bathrooms"",""overall cleanliness""]}","{'sentiment': 'positive', 'key_points': ['excellent beds', 'lovely towels', 'lovely bathrooms', 'overall cleanliness']}","['excellent beds', 'lovely towels', 'lovely bathrooms', 'overall cleanliness']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Location good all very clean but the superior room although a good size was a bit old fashioned Corridor carpets an awful design but you don t go to London for the hotel decor ,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Location good"",""Very clean"",""Superior room a good size"",""Room a bit old fashioned"",""Corridor carpets have an awful design"",""Not going to London for hotel decor""]}","{'sentiment': 'neutral', 'key_points': ['Location good', 'Very clean', 'Superior room a good size', 'Room a bit old fashioned', 'Corridor carpets have an awful design', 'Not going to London for hotel decor']}","['Location good', 'Very clean', 'Superior room a good size', 'Room a bit old fashioned', 'Corridor carpets have an awful design', 'Not going to London for hotel decor']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 breakfast was lovely and so were the restaurant staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""breakfast was lovely"",""restaurant staff were wonderful""]}","{'sentiment': 'positive', 'key_points': ['breakfast was lovely', 'restaurant staff were wonderful']}","['breakfast was lovely', 'restaurant staff were wonderful']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Service,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Service was timely"",""Staff was courteous"",""Resolved my issue but did not exceed expectations""],""suggestions"":""Consider offering additional support options or follow-up services to enhance customer satisfaction.""}","{'sentiment': 'neutral', 'key_points': ['Service was timely', 'Staff was courteous', 'Resolved my issue but did not exceed expectations'], 'suggestions': 'Consider offering additional support options or follow-up services to enhance customer satisfaction.'}","['Service was timely', 'Staff was courteous', 'Resolved my issue but did not exceed expectations']",Consider offering additional support options or follow-up services to enhance customer satisfaction.,Consider offering additional support options follow-up services enhance customer satisfaction.,7,0.09413823246244618,Mejorar algunos amenities en las áreas comunes
 Polite friendly staff Beautiful view Relaxed feel ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Polite friendly staff"",""Beautiful view"",""Relaxed feel""]}","{'sentiment': 'positive', 'key_points': ['Polite friendly staff', 'Beautiful view', 'Relaxed feel']}","['Polite friendly staff', 'Beautiful view', 'Relaxed feel']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 I didnt like that I could only stay 2 nights ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""I didn't like that I could only stay 2 nights""]}","{'sentiment': 'negative', 'key_points': [""I didn't like that I could only stay 2 nights""]}","[""I didn't like that I could only stay 2 nights""]",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Mini bar charge prices,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""High prices for mini bar items"",""Limited selection of snacks and drinks"",""Guests feel overcharged in comparison to local stores""],""suggestions"":""Consider lowering mini bar prices and offering a wider selection of items.""}","{'sentiment': 'negative', 'key_points': ['High prices for mini bar items', 'Limited selection of snacks and drinks', 'Guests feel overcharged in comparison to local stores'], 'suggestions': 'Consider lowering mini bar prices and offering a wider selection of items.'}","['High prices for mini bar items', 'Limited selection of snacks and drinks', 'Guests feel overcharged in comparison to local stores']",Consider lowering mini bar prices and offering a wider selection of items.,Consider lowering mini bar prices offering wider selection items.,1,0.08468017159397481,Cuartos con más capacidad de hospedaje
 The location can t be beaten The separation between the two beds allows parents to hang out in one side of the room while the kids sleep in peace on the other side ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great location"",""Separation between beds is beneficial for parents and kids"",""Allows parents to have their own space while kids sleep""]}","{'sentiment': 'positive', 'key_points': ['Great location', 'Separation between beds is beneficial for parents and kids', 'Allows parents to have their own space while kids sleep']}","['Great location', 'Separation between beds is beneficial for parents and kids', 'Allows parents to have their own space while kids sleep']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Room was small and bed covers not warm enough ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Room was small"",""Bed covers not warm enough""],""suggestions"":""Consider providing larger rooms and warmer bed covers.""}","{'sentiment': 'negative', 'key_points': ['Room was small', 'Bed covers not warm enough'], 'suggestions': 'Consider providing larger rooms and warmer bed covers.'}","['Room was small', 'Bed covers not warm enough']",Consider providing larger rooms and warmer bed covers.,Consider providing larger rooms warmer bed covers.,-1,0.1469716667327829,-1
 great location and helpful staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""great location"",""helpful staff""]}","{'sentiment': 'positive', 'key_points': ['great location', 'helpful staff']}","['great location', 'helpful staff']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Sheets washed in a non bio rather than starch type product I do not like being obliged to pay Service Charge in the Bar for my food I prefer to give what I think is fair based on Service received Your receipts also include a tip on top of Service Charge Ridiculous as people are being paid to do their job ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Sheets washed in a non-bio product"",""Obligation to pay service charge in the bar"",""Preference to tip based on service received"",""Receipts include tip on top of service charge"",""Feeling that service charge is unnecessary as people are paid for their jobs""],""suggestions"":""Consider reviewing the service charge policy and providing clearer communication regarding tipping.""}","{'sentiment': 'negative', 'key_points': ['Sheets washed in a non-bio product', 'Obligation to pay service charge in the bar', 'Preference to tip based on service received', 'Receipts include tip on top of service charge', 'Feeling that service charge is unnecessary as people are paid for their jobs'], 'suggestions': 'Consider reviewing the service charge policy and providing clearer communication regarding tipping.'}","['Sheets washed in a non-bio product', 'Obligation to pay service charge in the bar', 'Preference to tip based on service received', 'Receipts include tip on top of service charge', 'Feeling that service charge is unnecessary as people are paid for their jobs']",Consider reviewing the service charge policy and providing clearer communication regarding tipping.,Consider reviewing service charge policy providing clearer communication regarding tipping.,-1,0.09752382752352717,-1
 Nothing,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Nothing"",""Not satisfactory"",""Lack of quality""],""suggestions"":""Improve product quality and features.""}","{'sentiment': 'negative', 'key_points': ['Nothing', 'Not satisfactory', 'Lack of quality'], 'suggestions': 'Improve product quality and features.'}","['Nothing', 'Not satisfactory', 'Lack of quality']",Improve product quality and features.,Improve product quality features.,2,0.09359145108648732,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 Lovely position if you love The Thames friendly helpful staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Lovely position"",""Love The Thames"",""Friendly staff"",""Helpful staff""]}","{'sentiment': 'positive', 'key_points': ['Lovely position', 'Love The Thames', 'Friendly staff', 'Helpful staff']}","['Lovely position', 'Love The Thames', 'Friendly staff', 'Helpful staff']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Could have agreed to take my heavy luggage down from the room after check out,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Request for assistance with heavy luggage after check-out"",""Lack of service in helping with luggage""],""suggestions"":""Provide assistance for luggage handling after check-out.""}","{'sentiment': 'negative', 'key_points': ['Request for assistance with heavy luggage after check-out', 'Lack of service in helping with luggage'], 'suggestions': 'Provide assistance for luggage handling after check-out.'}","['Request for assistance with heavy luggage after check-out', 'Lack of service in helping with luggage']",Provide assistance for luggage handling after check-out.,Provide assistance luggage handling check-out.,2,0.03961781480892019,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 Great location really friendly helpful staff room upgrade for an additional 20 which was worth the extra money Would stay again ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great location"",""Really friendly and helpful staff"",""Room upgrade for an additional 20 was worth it"",""Would stay again""]}","{'sentiment': 'positive', 'key_points': ['Great location', 'Really friendly and helpful staff', 'Room upgrade for an additional 20 was worth it', 'Would stay again']}","['Great location', 'Really friendly and helpful staff', 'Room upgrade for an additional 20 was worth it', 'Would stay again']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Was a bit noisy because of the construction going on the proximity of the railway station ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Bit noisy due to construction"",""Proximity to railway station""]}","{'sentiment': 'negative', 'key_points': ['Bit noisy due to construction', 'Proximity to railway station']}","['Bit noisy due to construction', 'Proximity to railway station']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 No warning sign for step outside door when no doorman present I fell flat on my face Poor selection of cereals at breakfast no muesli or granola terrible coffee,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""No warning sign for stepping outside door when no doorman is present"",""Fell flat on my face due to lack of safety measures"",""Poor selection of cereals at breakfast"",""No muesli or granola options available"",""Terrible coffee quality""]}","{'sentiment': 'negative', 'key_points': ['No warning sign for stepping outside door when no doorman is present', 'Fell flat on my face due to lack of safety measures', 'Poor selection of cereals at breakfast', 'No muesli or granola options available', 'Terrible coffee quality']}","['No warning sign for stepping outside door when no doorman is present', 'Fell flat on my face due to lack of safety measures', 'Poor selection of cereals at breakfast', 'No muesli or granola options available', 'Terrible coffee quality']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great performance"",""User-friendly interface"",""Excellent customer support""],""suggestions"":""Consider adding more customization options.""}","{'sentiment': 'positive', 'key_points': ['Great performance', 'User-friendly interface', 'Excellent customer support'], 'suggestions': 'Consider adding more customization options.'}","['Great performance', 'User-friendly interface', 'Excellent customer support']",Consider adding more customization options.,Consider adding customization options.,-1,0.19962553574382438,-1
 the security man in the outside entrance of the hotel didnt speak english and he couldnt explain us where the parking was and how to reach it ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Security personnel at the hotel did not speak English"",""Unable to explain parking location and directions""],""suggestions"":""Consider hiring staff who can communicate in multiple languages or provide clear signage for non-English speakers.""}","{'sentiment': 'negative', 'key_points': ['Security personnel at the hotel did not speak English', 'Unable to explain parking location and directions'], 'suggestions': 'Consider hiring staff who can communicate in multiple languages or provide clear signage for non-English speakers.'}","['Security personnel at the hotel did not speak English', 'Unable to explain parking location and directions']",Consider hiring staff who can communicate in multiple languages or provide clear signage for non-English speakers.,Consider hiring staff communicate multiple languages provide clear signage non-English speakers.,5,0.036155809168339936,Mejorar la calidad de atención del personal
 Quite easy to get to shops taxis etc,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Easy access to shops"",""Convenient taxi services""]}","{'sentiment': 'positive', 'key_points': ['Easy access to shops', 'Convenient taxi services']}","['Easy access to shops', 'Convenient taxi services']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 location is perfect plus near a waitrose and a prezzo and tube,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""location is perfect"",""near a Waitrose"",""near a Prezzo"",""close to tube station""]}","{'sentiment': 'positive', 'key_points': ['location is perfect', 'near a Waitrose', 'near a Prezzo', 'close to tube station']}","['location is perfect', 'near a Waitrose', 'near a Prezzo', 'close to tube station']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 convenient location and availability of rooms ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""convenient location"",""availability of rooms""]}","{'sentiment': 'positive', 'key_points': ['convenient location', 'availability of rooms']}","['convenient location', 'availability of rooms']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Very well organised and friendly helpful staff Breakfast selection and quality good if a little tepid Clean and functional Great location ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Very well organised"",""Friendly helpful staff"",""Breakfast selection and quality good"",""Clean and functional"",""Great location""]}","{'sentiment': 'positive', 'key_points': ['Very well organised', 'Friendly helpful staff', 'Breakfast selection and quality good', 'Clean and functional', 'Great location']}","['Very well organised', 'Friendly helpful staff', 'Breakfast selection and quality good', 'Clean and functional', 'Great location']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Fantastic location for a Theatre Break Staff incredibly friendly and helpful and the breakfast is fab ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Fantastic location for a Theatre Break"",""Staff incredibly friendly and helpful"",""Breakfast is fab""]}","{'sentiment': 'positive', 'key_points': ['Fantastic location for a Theatre Break', 'Staff incredibly friendly and helpful', 'Breakfast is fab']}","['Fantastic location for a Theatre Break', 'Staff incredibly friendly and helpful', 'Breakfast is fab']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Location Staff Views,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Staff were helpful and friendly"",""Location was convenient"",""Views from the premises were stunning""],""suggestions"":""Consider providing more seating areas to enjoy the views.""}","{'sentiment': 'neutral', 'key_points': ['Staff were helpful and friendly', 'Location was convenient', 'Views from the premises were stunning'], 'suggestions': 'Consider providing more seating areas to enjoy the views.'}","['Staff were helpful and friendly', 'Location was convenient', 'Views from the premises were stunning']",Consider providing more seating areas to enjoy the views.,Consider providing seating areas enjoy views.,-1,0.12097343088343472,-1
 Staff are untrained and inexperienced 2 big events on in the area O2 concert and World Cup Rugby and there were not enough staff to cater for all the guests well enough Poor communication and badly stocked bar no Guinness Insufficient food to fulfil the menu ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Staff are untrained and inexperienced"",""Not enough staff to cater for guests during major events"",""Poor communication"",""Badly stocked bar (no Guinness)"",""Insufficient food to fulfill the menu""]}","{'sentiment': 'negative', 'key_points': ['Staff are untrained and inexperienced', 'Not enough staff to cater for guests during major events', 'Poor communication', 'Badly stocked bar (no Guinness)', 'Insufficient food to fulfill the menu']}","['Staff are untrained and inexperienced', 'Not enough staff to cater for guests during major events', 'Poor communication', 'Badly stocked bar (no Guinness)', 'Insufficient food to fulfill the menu']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The staff were friendly and helpful and subject to my didn t like above the hotel was good value for money,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""friendly staff"",""helpful staff"",""good value for money""],""suggestions"":""Improve the atmosphere or amenities, as the reviewer had some dislikes.""}","{'sentiment': 'positive', 'key_points': ['friendly staff', 'helpful staff', 'good value for money'], 'suggestions': 'Improve the atmosphere or amenities, as the reviewer had some dislikes.'}","['friendly staff', 'helpful staff', 'good value for money']","Improve the atmosphere or amenities, as the reviewer had some dislikes.","Improve atmosphere amenities, reviewer dislikes.",2,0.06270621664481178,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 It seems that hotel used to be in a better shape Leaking shower wobbly doors and windows bed sheets with noticeable traces of long washing history everything used to be great but now could use some maintenance Not a big concern though despite being tired our room was clean and comfortable ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""Hotel was previously in better shape"",""Leaking shower"",""Wobbly doors and windows"",""Bed sheets show signs of wear"",""Room was clean and comfortable"",""Maintenance is needed""],""suggestions"":""Consider addressing maintenance issues like the shower leak and door stability.""}","{'sentiment': 'neutral', 'key_points': ['Hotel was previously in better shape', 'Leaking shower', 'Wobbly doors and windows', 'Bed sheets show signs of wear', 'Room was clean and comfortable', 'Maintenance is needed'], 'suggestions': 'Consider addressing maintenance issues like the shower leak and door stability.'}","['Hotel was previously in better shape', 'Leaking shower', 'Wobbly doors and windows', 'Bed sheets show signs of wear', 'Room was clean and comfortable', 'Maintenance is needed']",Consider addressing maintenance issues like the shower leak and door stability.,Consider addressing maintenance issues like shower leak door stability.,2,0.026256880222436104,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 We were close to smoking rooms so we could smell it everyday especially after they cleaned our room ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Proximity to smoking rooms"",""Strong smell of smoke in the room"",""Odor noticeable after cleaning""],""suggestions"":""Consider relocating smoking areas further away from non-smoking rooms to reduce odor transfer.""}","{'sentiment': 'negative', 'key_points': ['Proximity to smoking rooms', 'Strong smell of smoke in the room', 'Odor noticeable after cleaning'], 'suggestions': 'Consider relocating smoking areas further away from non-smoking rooms to reduce odor transfer.'}","['Proximity to smoking rooms', 'Strong smell of smoke in the room', 'Odor noticeable after cleaning']",Consider relocating smoking areas further away from non-smoking rooms to reduce odor transfer.,Consider relocating smoking areas away non-smoking rooms reduce odor transfer.,-1,0.05354587665550308,-1
 I always stay in kensignton close hotel is my favorite for years ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""favorite hotel for years"",""consistently good experience"",""comfortable stay"",""great location in Kensington""]}","{'sentiment': 'positive', 'key_points': ['favorite hotel for years', 'consistently good experience', 'comfortable stay', 'great location in Kensington']}","['favorite hotel for years', 'consistently good experience', 'comfortable stay', 'great location in Kensington']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Comfy beds Excellent room Great location ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Comfy beds"",""Excellent room"",""Great location""]}","{'sentiment': 'positive', 'key_points': ['Comfy beds', 'Excellent room', 'Great location']}","['Comfy beds', 'Excellent room', 'Great location']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The restaurant Chino Latino was very good friendly service stylish and delicious food,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""very good"",""friendly service"",""stylish"",""delicious food""]}","{'sentiment': 'positive', 'key_points': ['very good', 'friendly service', 'stylish', 'delicious food']}","['very good', 'friendly service', 'stylish', 'delicious food']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Breakfast poached eggs tasted of vinegar,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Breakfast poached eggs"",""tasted of vinegar""]}","{'sentiment': 'negative', 'key_points': ['Breakfast poached eggs', 'tasted of vinegar']}","['Breakfast poached eggs', 'tasted of vinegar']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Comfy bed,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""very comfortable"",""provides good support"",""easy to set up""],""suggestions"":""Consider adding more color options for the bedding.""}","{'sentiment': 'positive', 'key_points': ['very comfortable', 'provides good support', 'easy to set up'], 'suggestions': 'Consider adding more color options for the bedding.'}","['very comfortable', 'provides good support', 'easy to set up']",Consider adding more color options for the bedding.,Consider adding color options bedding.,3,0.21244426299950817,Más colores en la decoración de los cuartos
 Bar prices way to expensive,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Bar prices are too expensive.""]}","{'sentiment': 'negative', 'key_points': ['Bar prices are too expensive.']}",['Bar prices are too expensive.'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Tea and coffee facilities for the room were too limited there should have been more than sufficient for just 1 drink per person ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Tea and coffee facilities were limited"",""Insufficient supplies for more than 1 drink per person""]}","{'sentiment': 'negative', 'key_points': ['Tea and coffee facilities were limited', 'Insufficient supplies for more than 1 drink per person']}","['Tea and coffee facilities were limited', 'Insufficient supplies for more than 1 drink per person']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The most important adventage of this hotel is its location just in front of Westminister Bridge The staff is polite and proffessional We came with our child that had a fever and we got the room very fast earlier than it was fixed ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location in front of Westminster Bridge"",""Polite and professional staff"",""Quick room allocation for urgent needs""],""suggestions"":""None""}","{'sentiment': 'positive', 'key_points': ['Location in front of Westminster Bridge', 'Polite and professional staff', 'Quick room allocation for urgent needs'], 'suggestions': 'None'}","['Location in front of Westminster Bridge', 'Polite and professional staff', 'Quick room allocation for urgent needs']",None,None,-1,0.0,-1
